ID_CLIENTE,TOTAL_RECARGA,TOTAL_TRANSACCION_RECARGA,PRODUCTO_PRINCIPAL,FRECUENCY,MONETARY,RECENCY,EDAD,DIAS_CON,FLG_FELICIDAD
42693,21095.0,13,3,2,2,1,38,1568,1
1891011,100.0,1,9,5,5,1,40,125,1
1474945,30.0,1,3,2,4,1,24,502,1
1757990,80.0,4,6,2,5,1,34,221,1
699852,2123.0,50,3,3,3,1,31,1380,0
706768,100.0,1,2,1,5,1,61,1562,0
1832332,60.0,3,3,3,5,1,30,247,1
1949595,110.0,5,4,3,5,1,28,148,1
1898970,4340.0,5,3,3,2,1,47,131,1
1016490,72.77,3,3,1,5,1,62,1566,1
1163039,681.0,21,3,3,3,1,40,705,0
776504,370.0,8,6,2,4,1,68,1487,0
2130080,631.0,22,4,5,4,1,27,97,1
834912,20.0,1,5,4,5,1,38,1038,0
1031195,210.0,12,3,1,4,1,30,1501,1
2104600,130.0,2,3,3,3,1,43,116,0
872318,13689.0,33,4,2,1,1,36,1380,1
1823490,75.0,4,3,4,5,1,28,268,1
2118838,15.0,1,9,5,5,1,19,130,0
1930758,20.0,1,3,3,5,1,35,197,1
1244159,4763.0,27,3,2,2,1,40,794,1
1269305,20.0,1,6,5,5,1,40,683,0
1434736,60.0,4,3,4,5,1,21,144,0
687940,50.0,1,6,5,5,1,34,1312,1
2116195,70.0,2,3,2,5,1,39,67,1
1294068,1100.0,18,4,3,3,1,59,1270,1
34174,140.0,6,2,3,5,1,47,1568,0
791967,1918.0,40,3,1,2,1,25,1401,0
2034816,30.0,2,3,3,5,1,33,137,0
1815181,9280.0,91,4,1,1,1,34,277,1
2105845,215.0,10,3,2,4,1,31,138,0
2372314,19.0,1,4,3,3,1,27,110,1
1303706,95.08,4,3,3,5,1,41,741,0
1981139,150.0,3,3,3,5,1,35,85,1
1904951,100.0,1,9,5,4,1,42,121,1
2399339,300.0,1,3,5,4,1,56,4,0
1479541,65.0,2,3,3,5,1,21,545,0
911838,70.0,2,9,4,5,1,59,1288,0
757489,40.0,1,9,4,4,1,30,1525,1
2399760,15.0,1,3,4,5,1,48,38,1
2411933,15.0,1,4,5,5,1,24,0,1
1539913,45.0,3,3,2,5,1,20,161,0
1908673,30.0,1,4,4,5,1,23,139,0
1538766,30.0,1,4,4,5,1,29,396,1
1345816,2915.0,18,4,3,2,1,49,694,1
13751,185.0,9,3,3,5,1,45,1561,1
652079,200.0,1,4,5,4,1,43,441,0
687714,475.0,7,3,3,4,1,38,1248,1
1164378,25.0,1,3,4,5,1,32,923,1
1763237,50.0,1,3,2,4,1,23,138,1
2397206,15.0,1,4,5,5,1,23,0,0
1977277,100.0,1,4,5,4,1,34,76,1
1344874,540.0,7,3,1,4,1,31,705,1
630111,20.0,1,4,5,3,1,31,1439,0
901456,678.0,20,3,1,4,1,52,155,0
1285511,590.0,14,3,2,4,1,39,327,1
2400307,75.0,5,4,4,5,1,31,2,1
1661588,1470.0,15,3,1,3,1,35,375,1
2396838,20.0,1,3,4,5,1,29,21,1
1633221,1500.0,2,3,3,4,1,37,352,1
1873104,60.0,3,3,3,5,1,41,139,1
1721258,370.0,13,3,4,5,1,22,288,1
2412072,20.0,1,9,5,5,1,27,4,1
2117070,60.0,4,3,2,5,1,37,133,1
550108,30.0,1,1,5,5,1,51,1453,0
1200126,20.0,1,3,4,5,1,27,887,1
1635295,15.0,1,3,5,5,1,31,304,0
856342,388.0,9,4,1,4,1,60,1390,1
1653884,35.0,2,4,4,4,1,26,293,0
1633208,70.0,4,3,4,5,1,26,122,0
2412112,80.0,2,4,4,4,1,40,76,1
1413132,2500.0,6,3,2,3,1,36,646,1
2398988,300.0,1,3,5,4,1,24,4,0
1748087,20.0,1,6,5,5,1,28,124,0
2138117,120.0,3,4,4,5,1,23,28,1
1204333,1687.0,13,3,1,2,1,34,893,1
1912774,60.0,3,4,4,4,1,29,159,0
1989230,100.0,1,9,5,4,1,22,74,0
893205,520.0,28,4,2,3,1,33,1222,1
1536892,40.0,2,3,1,5,1,40,429,0
773843,350.0,2,4,5,4,1,39,1429,1
1498465,300.0,3,9,3,4,1,33,276,1
2089034,280.0,16,3,3,5,1,30,55,1
2043520,101.0,1,9,5,4,1,42,56,1
670478,123.0,6,3,2,5,1,45,599,1
1779122,37.0,2,3,3,4,1,24,295,1
894789,146.0,6,3,3,4,1,23,495,0
1866511,101.0,1,9,5,4,1,50,144,0
2390570,30.0,2,3,5,5,1,25,18,0
2402828,300.0,1,3,5,4,1,31,0,0
908651,280.0,5,3,2,4,1,23,1267,1
1882088,20.0,1,4,5,5,1,23,123,1
739034,75.0,4,6,5,5,1,31,556,1
2393598,20.0,1,9,5,5,1,37,29,1
1640971,40.0,1,3,3,5,1,37,310,0
1984547,170.0,3,3,3,5,1,46,132,1
2391132,300.0,1,3,5,4,1,53,0,0
499179,45.0,3,3,1,5,1,65,1054,1
920834,60.0,3,3,4,5,1,44,1184,0
1827252,15.0,1,3,2,5,1,58,168,1
670190,130.0,2,3,3,5,1,37,730,0
1102197,20.0,2,6,5,5,1,38,924,1
1130948,40.0,1,4,5,5,1,39,866,0
826472,75.0,5,3,2,5,1,24,1405,0
1926562,100.0,1,4,5,4,1,26,104,1
842675,61.0,3,4,4,5,1,39,135,0
1674472,20.0,1,3,3,4,1,26,365,1
2394939,40.0,2,4,5,5,1,40,0,1
2375489,8391.0,23,3,2,1,1,38,89,1
1765035,195.0,13,3,2,5,1,30,236,0
1814876,101.0,1,9,5,5,1,33,187,1
2367617,150.0,1,3,5,5,1,28,3,1
2388320,300.0,1,9,5,4,1,21,3,0
2160644,57.0,1,1,5,5,1,27,110,1
2108720,20.0,1,3,3,5,1,25,112,1
1481544,40.0,1,3,5,5,1,23,549,1
1718930,100.0,1,4,5,5,1,25,234,1
2019962,368.89,14,3,2,4,1,35,140,0
1779534,170.0,4,3,2,4,1,21,84,1
587470,1854.0,19,3,3,2,1,23,1249,1
1116611,2315.0,16,3,2,2,1,32,972,1
1921858,5700.0,10,3,1,1,1,40,87,0
648167,18342.93,170,4,1,1,1,32,1000,1
411293,75.0,3,6,4,5,1,49,1559,0
1661989,15.0,1,4,4,5,1,19,225,0
2381977,20.0,1,3,5,5,1,34,105,0
1027707,293.0,8,3,2,4,1,39,501,0
2383008,300.0,1,3,5,4,1,56,2,0
2176507,90.0,3,4,5,5,1,34,60,1
1281898,100.0,1,1,5,5,1,22,15,0
2374175,20.0,1,3,4,5,1,51,43,1
1544970,75.0,3,3,2,5,1,34,493,0
1173860,100.0,1,3,4,3,1,27,882,1
1893727,101.0,1,9,5,4,1,32,126,1
1373886,20.0,1,3,1,5,1,50,677,1
1456074,301.0,5,3,4,4,1,21,589,1
1255278,260.0,23,3,2,4,1,39,786,1
1720163,1535.09,19,3,1,3,1,30,322,1
1758296,11308.0,48,4,2,2,1,27,305,1
1245727,10.0,2,3,4,5,1,20,754,1
1621733,40.0,2,3,1,4,1,31,406,1
2041881,30.0,1,3,2,5,1,28,149,1
1425708,30.0,2,1,4,5,1,30,104,0
991184,50.0,1,4,5,5,1,36,1117,1
2029263,196.0,9,4,3,4,1,38,53,1
2394193,92.0,4,3,4,5,1,24,80,1
2071746,15.0,1,3,4,5,1,19,134,1
833429,92.39,4,3,3,4,1,31,1241,1
2383158,20.0,1,3,4,5,1,20,4,1
1574120,68.0,1,3,3,4,1,41,415,1
2155024,50.0,1,9,4,4,1,27,118,1
1274181,200.0,8,3,1,5,1,29,671,1
1109958,8223.0,53,3,1,1,1,63,971,1
1919703,20.0,1,9,4,5,1,35,206,0
591176,15.0,1,3,3,5,1,26,1481,0
2368297,300.0,1,3,5,4,1,31,3,1
1719106,100.0,1,4,5,5,1,26,227,1
1913508,140.0,8,3,2,4,1,32,183,0
1916874,143.0,2,4,5,5,1,79,179,0
664377,100.0,1,4,4,4,1,38,1543,1
913787,80.0,5,3,4,4,1,25,1324,0
2372452,100.0,2,7,4,5,1,28,95,0
1217396,75.0,3,4,5,5,1,34,629,1
1920365,101.0,1,9,5,4,1,30,105,1
1917025,50.0,3,3,2,5,1,35,204,1
831940,2158.0,23,3,1,2,1,47,1344,1
2368304,3809.27,38,4,3,3,1,76,39,1
1485885,200.0,2,4,4,4,1,33,481,1
1446298,80.0,3,3,2,5,1,53,542,0
764206,194.0,6,3,3,4,1,40,987,1
2078041,600.0,12,4,4,4,1,21,120,1
2012545,185.0,6,3,1,4,1,31,158,1
1365513,35.0,2,3,2,4,1,41,322,1
1089760,2023.0,23,3,1,2,1,30,974,0
596995,498.0,6,3,3,3,1,48,1365,1
1656052,20.0,1,3,4,5,1,39,105,1
1668087,520.0,9,3,3,3,1,19,372,0
1319333,250.0,3,4,2,4,1,40,204,1
1294007,5270.0,25,3,3,2,1,22,750,1
1089947,20.0,1,3,3,5,1,25,665,0
994932,20.0,1,7,5,5,1,38,1563,0
1676427,229.0,13,5,1,4,1,44,313,0
2134329,100.0,1,9,5,4,1,30,42,1
2387440,5703.0,25,4,3,2,1,68,95,1
2162638,70.0,1,3,5,5,1,23,15,1
2051785,50.0,2,4,4,4,1,24,36,1
2128471,15.0,1,3,4,5,1,22,134,1
2385629,57.0,2,3,5,5,1,40,52,0
1134936,180.0,6,3,2,3,1,33,952,0
1763097,1400.0,3,3,4,4,1,28,230,0
2398798,15.0,1,6,5,5,1,30,0,0
580621,20.0,1,3,4,5,1,33,1544,0
2381931,30.0,1,5,5,5,1,35,2,0
1043276,6159.0,15,4,2,1,1,49,1027,1
919917,3810.0,20,4,2,3,1,51,1558,1
1748237,100.0,1,9,5,5,1,34,225,1
504053,2083.0,24,3,1,3,1,36,1569,0
1553435,30.0,1,9,4,5,1,28,2,1
2387321,300.0,1,3,2,4,1,34,13,1
808503,360.0,9,3,2,4,1,29,297,1
1609337,100.0,1,4,5,5,1,62,335,1
1884827,40.0,2,6,5,5,1,35,157,1
1741176,140.0,6,3,3,5,1,34,318,1
1438848,24632.0,52,9,3,1,1,36,620,1
1965505,64.0,3,3,2,4,1,22,180,1
2140417,100.0,1,3,3,5,1,19,51,1
1974946,1830.0,12,3,1,3,1,35,172,1
1102027,200.0,1,3,2,4,1,46,991,1
134835,80.0,4,3,3,5,1,32,825,1
1262763,642.1,23,4,4,4,1,20,728,1
2402166,20.0,1,6,5,5,1,46,45,1
1072982,300.0,7,3,2,3,1,27,411,1
1847698,60.0,2,1,4,5,1,57,215,0
2087363,30.0,2,3,2,5,1,34,102,1
2151739,80.0,5,3,3,5,1,27,104,1
1114841,100.0,2,3,1,5,1,24,785,1
1265443,90.0,2,3,3,5,1,25,782,0
1113530,2542.0,51,4,2,3,1,30,1384,1
1384323,1710.0,34,4,3,3,1,23,520,1
441519,88.03,4,4,5,5,1,27,1287,1
991233,211.0,2,3,2,4,1,42,1074,1
628203,10000.0,2,3,3,1,1,28,250,0
1503261,490.0,16,3,1,3,1,34,136,1
2397515,250.0,2,6,4,4,1,41,2,0
786780,100.0,1,4,5,5,1,33,43,1
1909230,40.0,2,6,5,5,1,46,24,0
2389098,300.0,1,3,5,4,1,44,3,0
1507695,20.0,1,1,4,5,1,39,537,0
2390404,3476.0,61,4,2,1,1,31,99,1
1502652,873.0,10,3,3,4,1,34,532,1
853555,190.0,4,3,1,5,1,40,301,1
2399899,13000.0,7,3,3,1,1,35,57,1
685010,120.0,2,4,4,4,1,44,1408,1
989498,20.0,1,3,5,5,1,33,863,0
1492225,2600.0,37,4,2,3,1,31,491,1
1908318,101.0,1,9,5,5,1,55,128,1
1240915,15.0,1,3,4,4,1,28,758,1
961295,694.0,6,3,2,3,1,28,1248,1
1429520,21.0,1,6,5,5,1,38,539,0
1044048,20.0,1,6,5,5,1,35,1042,0
1540176,729.0,14,4,3,3,1,36,495,1
1676243,100.0,1,4,5,5,1,44,275,1
1538300,4650.0,17,3,2,2,1,30,431,1
2411704,15.0,1,9,5,5,1,30,32,0
1470564,5738.0,140,4,1,2,1,32,439,1
711414,50.0,2,3,3,5,1,32,1048,0
1887780,2860.0,3,3,1,2,1,48,211,1
1268332,82330.0,307,4,1,1,1,37,775,1
1745629,100.0,1,4,5,5,1,27,219,1
1107079,3080.88,22,3,1,2,1,43,1022,1
2104483,531.0,10,3,3,4,1,38,121,0
1039885,3000.0,4,3,4,2,1,31,724,1
1859387,100.0,1,4,5,4,1,53,163,0
2389822,40.0,1,6,5,5,1,44,0,0
2399207,300.0,1,3,5,4,1,63,4,0
2402674,20.0,1,3,5,5,1,29,4,0
2085637,20.0,1,3,2,4,1,31,135,1
2049083,24.0,1,7,3,5,1,25,145,0
1169973,135.0,8,3,3,5,1,24,559,0
2390614,300.0,1,3,5,4,1,46,0,1
1772089,100.0,1,4,5,5,1,58,219,1
1816223,101.0,1,4,5,5,1,74,188,1
1768156,140.0,6,9,3,5,1,41,258,1
2392718,20.0,1,6,5,5,1,37,16,0
1153728,250.0,7,3,3,4,1,35,934,0
908821,50.0,1,3,1,3,1,36,1301,1
1955775,157.0,1,4,4,3,1,35,100,1
1411439,380.0,11,3,3,4,1,27,605,1
1584398,6700.0,10,3,1,1,1,33,442,1
2016445,180.0,5,6,1,4,1,44,155,0
1314903,650.0,11,4,1,3,1,34,591,1
1096502,80.0,2,2,4,5,1,30,1000,0
1308354,180.0,2,1,2,5,1,32,135,0
670423,489.0,16,3,1,4,1,47,1567,1
2128767,2750.0,16,3,2,3,1,31,123,1
954001,345.0,10,3,2,3,1,24,1222,1
1568000,35.0,2,3,5,5,1,27,433,0
1509480,70.0,2,3,3,5,1,23,184,0
1035646,170.0,1,4,5,5,1,36,1202,0
2411002,20.0,1,4,5,5,1,23,0,1
2121684,1100.0,7,6,3,3,1,35,45,1
1614400,223.0,6,3,1,3,1,46,399,1
2128962,15.0,1,4,4,5,1,23,130,0
1258888,80.0,2,3,3,5,1,34,799,1
1081979,20.0,1,6,5,5,1,27,607,1
993577,240.0,8,3,4,4,1,29,1117,0
1995535,90.0,5,9,2,5,1,43,77,1
1538076,30.0,1,2,5,5,1,48,88,0
1745743,160.0,3,1,4,5,1,44,298,0
2066911,300.0,1,3,4,4,1,19,138,1
1348420,130.0,6,3,4,5,1,42,1208,0
1271945,430.0,3,4,4,1,1,40,784,1
1452032,40.0,2,3,3,4,1,31,589,1
1539832,100.0,1,4,5,5,1,53,357,1
2385593,20.0,1,6,5,5,1,31,5,1
2390298,95.0,3,1,3,5,1,43,15,0
1783922,30.0,1,4,3,5,1,46,297,1
929348,132.0,7,3,2,5,1,30,1288,1
1375642,100.0,2,3,4,4,1,26,355,1
1145631,80.0,4,5,1,5,1,41,940,0
2112447,20.0,1,3,4,5,1,71,122,1
2108501,20.0,1,3,3,5,1,37,135,0
1999157,45.0,2,3,3,5,1,65,109,1
753006,95852.0,125,9,1,1,1,39,1561,1
711055,45.0,2,3,3,5,1,39,708,0
1068472,19.0,1,6,4,5,1,30,1016,1
1136381,130.0,6,3,2,4,1,37,944,1
1176864,114.0,3,3,2,3,1,32,180,1
736946,550.0,8,3,2,4,1,39,668,1
656753,60.0,2,4,3,3,1,43,66,1
1168381,130.0,4,3,3,5,1,49,925,0
1841438,20.0,1,3,5,5,1,36,51,1
1917156,100.0,1,4,5,4,1,59,124,1
783666,20.0,1,3,3,5,1,31,1058,1
2399397,300.0,1,3,5,4,1,52,4,0
1459939,20.0,1,4,5,5,1,62,505,0
1528772,5.0,1,3,4,5,1,24,515,1
2027821,15.0,1,3,3,5,1,23,62,0
287131,100.0,2,6,3,4,1,56,1549,1
830508,120.0,2,3,3,3,1,40,1419,1
1762848,20.0,1,4,5,5,1,35,48,1
1620565,36.0,2,3,4,4,1,19,342,1
1613914,15.0,1,3,4,5,1,22,409,0
985285,7553.0,69,3,1,2,1,42,1156,1
683374,95.0,5,3,1,5,1,32,1568,1
2400091,15.0,1,6,5,5,1,23,0,0
1655014,265.0,8,3,2,3,1,22,377,1
1779910,100.0,1,9,5,5,1,23,212,1
1582771,15.0,1,3,3,5,1,32,372,1
1419634,20.0,1,1,5,5,1,39,595,1
814123,300.0,2,4,5,4,1,47,1308,0
1190873,105.0,7,3,2,5,1,52,856,1
1733631,45.0,3,3,2,5,1,27,288,0
2387871,30.0,1,3,3,5,1,36,13,1
1491501,100.0,1,3,4,5,1,37,143,1
1500323,40.0,1,3,2,5,1,46,547,1
2381902,300.0,1,3,5,4,1,50,1,0
1209204,20.0,1,1,4,5,1,31,750,0
1370461,62.14,3,3,3,5,1,35,661,1
2402049,40.0,1,3,4,5,1,25,4,1
1517921,15.0,1,3,5,5,1,21,368,0
628231,500.0,2,1,3,4,1,49,1567,0
1417591,90.0,5,1,3,5,1,40,496,0
612582,50.0,1,6,5,5,1,35,1373,0
905444,15.0,1,1,4,5,1,45,1299,0
605177,40.0,1,8,4,5,1,31,1522,0
2193221,1950.0,8,3,3,3,1,39,25,1
1506284,2492.0,65,3,1,2,1,30,534,1
2375900,50.0,1,3,5,5,1,42,5,1
1076826,1694.0,12,4,3,2,1,46,619,1
1806464,15.0,1,4,4,5,1,39,178,0
1741619,82.0,5,3,3,5,1,49,317,1
156576,17.0,2,3,4,5,1,34,1555,0
1238695,155.0,31,4,1,5,1,45,827,1
1053291,20.0,1,4,4,5,1,25,961,0
1806545,40.0,1,6,4,5,1,24,196,0
1446593,30.0,1,6,5,5,1,33,585,0
1455901,104.0,4,3,1,4,1,32,485,0
761363,120.0,4,3,3,3,1,33,452,1
1562692,50.0,1,4,3,5,1,39,354,1
723187,156.0,3,3,3,3,1,43,1450,1
886940,220.0,1,3,2,5,1,33,1310,1
1910658,100.0,1,4,5,4,1,43,122,1
1105334,40.0,1,1,5,5,1,44,1455,0
2038616,71.0,2,3,2,5,1,30,47,1
520704,10375.0,158,4,1,1,1,31,1412,1
1555035,60.0,3,4,4,5,1,41,467,1
2057923,35.0,2,3,3,5,1,25,146,1
870270,35.0,2,4,5,5,1,33,1292,1
709398,120.0,5,5,1,5,1,39,1252,0
1350128,36.0,1,1,5,5,1,43,637,0
809532,1920.0,61,3,1,2,1,42,1465,0
1680684,5986.0,68,4,2,2,1,45,354,1
2124582,3420.1,27,3,2,3,1,30,94,1
2384306,70.0,1,3,5,5,1,30,3,1
1750926,60.0,2,3,3,5,1,48,276,0
1515132,20.0,1,1,5,5,1,26,513,1
1111968,2058.0,66,4,3,3,1,23,969,1
1692048,75.0,3,3,1,5,1,34,96,1
626593,30.0,1,7,4,5,1,29,3,0
1415354,620.0,10,4,3,3,1,37,636,1
1272536,4443.0,74,4,2,3,1,29,774,1
1006148,30.0,2,7,2,5,1,38,1047,0
1646542,100.0,1,9,5,5,1,31,291,1
1474388,70.0,3,3,3,5,1,30,439,1
1790481,80.0,4,6,2,4,1,31,87,1
2108325,4204.0,10,3,2,2,1,37,106,1
505159,80.0,4,3,2,4,1,41,1302,0
1102436,25.0,1,4,4,5,1,32,977,1
1217533,310.0,4,1,3,4,1,69,865,0
1849986,662.0,13,4,4,4,1,23,199,1
1992800,20.0,1,3,4,5,1,36,50,0
106402,11100.0,10,4,4,1,1,33,1556,1
1767633,353.0,3,3,4,4,1,24,117,1
1494135,2211.41,15,3,1,2,1,41,414,1
842171,4593.0,59,3,1,2,1,48,1410,1
1481242,15.0,1,6,4,5,1,25,471,1
977520,30.0,1,3,2,5,1,37,310,1
1427847,125.0,8,6,4,5,1,27,74,1
1813695,100.0,1,4,5,5,1,32,181,1
1224170,40.0,1,1,5,4,1,49,129,0
1982892,100.0,1,4,5,4,1,32,80,1
1513189,910.0,24,3,2,3,1,34,523,0
966672,70.0,1,3,4,5,1,50,1068,1
1901761,160.0,6,3,2,5,1,33,150,1
2074691,100.0,2,3,4,4,1,22,118,1
818440,310.0,15,4,3,5,1,44,304,1
1765410,60.0,2,6,5,5,1,27,216,0
1771054,80.0,2,4,4,4,1,60,206,1
1227192,15.0,1,3,4,5,1,33,764,1
1938361,30.0,1,3,5,5,1,40,0,0
2376531,15.0,1,7,5,5,1,19,1,1
548573,1608.0,26,3,1,3,1,61,881,1
1367931,169.0,6,3,2,3,1,54,1047,1
593338,3035.0,57,3,1,3,1,42,1569,1
1614177,170.0,3,3,2,4,1,29,323,1
1144884,113.0,3,3,2,5,1,27,982,1
1830191,80.0,7,3,2,5,1,40,259,0
653328,20.0,1,6,4,5,1,40,994,0
2052502,76.0,3,3,2,4,1,25,53,1
2398690,120.0,4,5,3,5,1,42,89,1
1492544,115.0,2,3,4,5,1,20,447,1
984496,60.0,2,2,4,5,1,38,836,1
770528,180.0,1,3,1,4,1,23,1481,1
765750,50.0,1,6,5,5,1,27,1347,0
1927371,30.0,2,6,4,5,1,29,188,0
2385665,80.0,3,1,5,5,1,26,28,0
1321457,663.0,24,4,2,3,1,36,715,1
918709,30.0,1,4,4,4,1,25,1280,1
1415334,35.0,2,3,4,5,1,44,1515,0
508784,20.0,1,1,5,5,1,37,98,0
661437,208.0,5,1,5,5,1,39,81,1
692152,150.0,2,1,5,5,1,49,1561,0
1359613,112.0,2,3,3,4,1,29,321,1
1846642,110.0,3,9,4,5,1,19,241,1
2391581,300.0,1,3,5,4,1,23,8,0
1548512,30.0,1,3,1,5,1,34,488,1
2392108,20.0,1,4,5,5,1,18,0,1
2402189,200.0,1,3,5,4,1,30,0,1
2388095,95.0,3,3,4,5,1,23,21,1
1908015,101.0,1,9,5,4,1,39,126,1
1425051,366.0,20,3,1,3,1,27,623,1
1898235,101.0,1,9,5,5,1,42,126,1
2078966,90.0,3,4,4,5,1,30,12,1
1043824,25.0,1,6,3,5,1,46,1038,0
924546,40.0,2,6,4,5,1,43,707,1
1050149,1371.0,43,3,2,3,1,41,1036,1
957156,80.0,5,5,3,5,1,28,390,0
2399509,45.0,3,4,3,3,1,33,90,1
2162585,70.0,1,3,4,5,1,20,2,1
1868239,55.0,3,3,4,5,1,19,238,1
1849598,20.0,1,3,3,5,1,45,252,0
2031906,373.0,17,3,3,4,1,26,68,0
861426,80.0,2,3,3,3,1,28,1386,0
1695728,100.0,1,3,3,4,1,37,326,1
1568332,1621.0,17,3,2,3,1,38,437,1
1303200,1115.0,13,4,3,3,1,23,562,0
2018393,1663.0,25,9,2,3,1,32,70,1
1188536,125.0,4,3,2,5,1,29,275,1
2072802,40.0,2,3,4,5,1,18,75,1
1340722,10289.0,48,3,1,1,1,26,700,0
1393757,200.0,6,6,4,5,1,42,657,1
828428,110.0,3,3,2,5,1,62,1390,1
779987,270.0,9,4,1,4,1,62,1490,1
2069198,125.0,17,3,2,5,1,27,138,1
1051704,30.0,1,3,2,5,1,54,1030,1
2097740,40.0,2,3,3,5,1,28,114,1
1866734,584.0,9,3,3,3,1,27,243,1
1124536,20.0,1,3,4,5,1,24,1405,0
1907970,101.0,1,9,5,5,1,48,124,1
1647584,690.0,26,3,2,3,1,25,386,0
1781340,119.0,2,1,5,5,1,31,280,0
1446041,60.0,4,1,4,5,1,29,595,0
1624273,24.0,1,3,2,5,1,29,371,0
582036,30.0,2,3,5,5,1,35,1521,1
754444,60.0,2,3,4,5,1,38,580,1
1822110,136.0,7,4,5,4,1,33,257,1
1964495,30.0,1,3,5,5,1,31,34,1
1922866,80.0,4,3,2,4,1,27,170,1
1763998,100.0,1,9,5,5,1,51,213,1
1366869,518.0,5,3,2,2,1,23,667,0
1391754,160.0,2,3,4,5,1,34,647,1
776035,300.0,4,4,4,4,1,30,107,1
2405420,290.0,1,4,5,4,1,32,0,1
2030608,150.0,4,4,4,5,1,19,115,1
1724212,20.0,1,1,5,5,1,39,237,0
2000939,160.0,4,3,1,5,1,56,162,1
761271,220.0,4,6,3,5,1,43,1052,1
134342,220.0,5,3,4,4,1,39,1553,0
2400626,100.0,1,9,5,5,1,22,0,1
1293208,400.0,2,4,4,4,1,49,757,1
1773663,175.0,7,3,3,5,1,22,49,1
1275773,15.0,1,1,5,5,1,37,421,0
1272413,40.0,2,3,1,5,1,56,783,1
774703,29.0,1,7,2,4,1,33,1489,0
2068046,260.0,13,3,1,4,1,31,144,1
965823,60.0,3,3,3,5,1,29,1252,1
1370379,100.0,1,4,5,5,1,30,904,0
2378403,20.0,1,3,5,5,1,57,0,1
1477324,610.0,7,3,2,3,1,54,533,1
634543,57.0,2,4,4,4,1,36,961,1
1569492,50.0,1,7,3,5,1,36,391,0
1025270,2754.0,88,4,1,2,1,32,1113,1
1890629,568.0,13,3,3,4,1,33,135,0
1187540,15768.0,27,3,1,1,1,36,597,1
1890271,245.0,9,3,1,3,1,42,225,1
1661365,1060.0,21,3,1,3,1,25,375,1
2019667,40.0,2,4,4,4,1,33,48,0
1697885,15.0,3,3,2,5,1,44,341,1
496113,90.0,3,3,4,5,1,33,405,0
1999807,200.0,9,3,1,4,1,27,163,1
1201378,642.0,28,4,2,4,1,83,880,1
1581225,32.0,2,3,1,5,1,21,443,1
2388283,15.0,1,4,5,5,1,24,88,1
399388,950.0,7,3,1,3,1,52,1324,1
1071482,30.0,2,3,1,5,1,57,425,1
2367710,170.0,1,4,5,4,1,28,0,1
1737643,20.0,1,4,4,5,1,27,221,0
1662630,1190.0,12,3,1,1,1,39,313,1
1159606,15.0,1,3,4,4,1,25,850,1
1970335,15.0,1,3,2,5,1,19,109,1
505821,20.0,1,3,4,5,1,34,557,0
1956394,43000.0,10,3,1,1,1,19,185,0
2406091,20.0,1,6,5,5,1,25,2,0
1525898,50.0,1,3,3,4,1,37,429,1
1339526,50.0,1,4,5,5,1,57,626,1
1132832,785.0,7,3,1,3,1,41,264,1
1536174,32.0,1,4,4,5,1,20,495,1
1346140,141.0,6,7,3,5,1,34,153,1
1013705,83.0,7,3,3,4,1,25,673,1
528701,4031.0,19,3,3,3,1,28,1415,1
1797905,210.0,7,3,3,5,1,33,288,1
702540,60.0,2,2,3,5,1,43,1048,0
1665831,100.0,1,4,5,5,1,26,290,1
780380,212.0,5,3,2,4,1,39,1433,1
1172758,740.0,15,3,2,3,1,42,886,1
1254580,555.0,18,4,3,3,1,23,796,1
1414467,494.0,8,4,4,4,1,22,630,1
919179,30.0,1,3,2,5,1,36,1289,1
682597,40.0,3,4,4,5,1,26,523,1
1932781,182.0,12,3,1,5,1,35,175,0
1774228,15.0,1,3,5,5,1,43,297,0
2404711,70.0,1,3,5,5,1,26,15,0
720274,635.0,6,3,2,3,1,28,614,0
1100883,1298.0,13,3,3,3,1,52,1004,1
42171,18103.0,27,4,3,1,1,39,1568,1
1830253,50.0,1,1,5,5,1,29,113,0
838504,737.0,31,3,1,3,1,41,926,1
1861515,360.0,9,3,2,4,1,35,148,1
1907119,101.0,1,9,5,4,1,37,128,1
2091924,100.0,1,9,5,4,1,28,44,1
2097466,15.0,1,3,4,5,1,25,110,0
579896,20.0,1,3,3,5,1,36,1109,0
1990318,105.0,7,3,2,5,1,50,167,1
2120170,305.0,6,4,4,4,1,20,114,0
1732603,150.0,3,3,2,4,1,27,321,0
1093075,20.0,1,3,3,5,1,43,977,0
1162784,50.0,2,3,3,3,1,27,896,1
803682,45.0,1,2,3,5,1,37,434,0
1797276,45.0,2,3,5,5,1,48,289,1
800750,12.0,2,4,4,5,1,35,554,0
1572772,20.0,1,6,5,5,1,40,94,1
1658131,230.0,4,4,4,4,1,42,133,1
785003,20.0,1,6,4,4,1,38,1405,1
424133,8690.0,89,4,1,1,1,36,1550,1
1117012,30.0,1,1,4,5,1,41,880,0
1930980,2566.0,46,4,1,3,1,60,198,1
1118414,390.0,5,4,3,3,1,48,959,1
680301,130.0,3,3,3,3,1,37,673,0
1134972,365.0,5,3,3,4,1,33,937,1
2014697,15.0,1,1,5,5,1,32,33,0
881199,20.0,1,3,4,5,1,33,201,0
1474930,80.0,2,3,2,5,1,43,571,1
878717,35.0,2,1,4,5,1,58,20,0
840377,183.54,9,3,1,4,1,37,1410,1
1600167,1580.0,11,6,2,2,1,30,431,1
